tweet,polarity
[cm] guys kalian pas kuliah daring ini absennya diitung ga?  maksudnya bakal kena cekal uas ga kalo semisal absennya kurang?,1
"kuliah luring ak bobo pas kelas ga dimarahin,, tp kuliah daring bobo pas kelas dimarahin truss",-1
"@Viaanaiv Nah, kalau lihat kasus di Indonesia karena keterbatasan itu, lebih baik kuliah daring ditiadakan hebs menurut ana.  Arau pemerintah ngebut dan sanggup untuk memenuhi itu semua.",-1
@hokidonq gamau. harus kuliah daring,-1
"@collegemenfess Kalo kebijakannya utk mahasiswa tingkat 1 &amp; 2 yg belum merasakan kuliah luring mah lebih bnyk bagusnya sih, apalagi utk mahasiswa tingkat 3 dst yg cukup kuliah daring aja. Mereka gk harus mikir biaya kosan &amp; biaya hidup (kalo ngerantau). Kuota? Kan udah ada subsidinya, tenang.",1
"@hendraryaprata1 @tubirfess Beda zaman, Bos. Beda kondisi. Jgn dibandingin, udah stress kuliah daring, ujian daring, ditambah jaringan error, dosen gk maklum. Ngulang. Nambah smst, nambah duit.  Dan aduh, judge mental ngatain manja. Kurang2in Mas.",-1
"andai ajanih... kuliah daring terus sampe lulus 3th kedepan, dah skr mau pergi aja dr pwt, pgn merantau keluar kota, pgn memulai hidup baru, pengen mandiri, kerja disana, punya circle pertemanan yg baru, pengalaman baru yg ga gitu2 aja 💆🏻‍♀️",1
"Terima kasih kuliah daring, karena telah menghadirkan hobi baru untukku; Tidur Pagi.",-1
"@hendraryaprata1 @tubirfess Hahaha.. Emangnya pas jaman dulu ada kuliah daring? Emangnya jaman dulu kalo mati lampu bisa ngaruh jaringa hp?  Duh pemikirannya kuno banget, emg udah beda jaman kamu masih stuck boomer :))",-1
[cm] kuliah daring hahahihi sekarang UTS stress sendiri.,-1
"@alodiaretha hobi . . . apa yah, hobi thasia suka berubah ubah di jaman kuliah daring ini. tapi belakangan suka beli bibit buah, kali aja berbuah nantinya",1
@Whatsadid Kalo bukan kuliah daring males banget buka WA,-1
Banyak bgt rindunya. Tapi saya tetap ingin kuliah daring ajala,1
Aku juga gitu semenjak kuliah daring. Dan rasanya lega banget ngk ada tanggungan.. urusan nilai belakangan wkwk,1
"Tadi pas kuliah daring, mau ngucapin selamat hari guru ke dosen tapi kok aku maluuu. Jadi gak jadi deh 🙈🙈",1
Podcast untuk tugas kuliah. Agar kuliah daring tidak garing,1
Kuliah daring gini pelajaran gada yang masuk ajg. Penasaran nanti gimana kalo udh offline. Planga plongo pasti nih,-1
-11fess makin lama kuliah daring bukannya makin pinter malah makin gampang sakit punggung.,-1
Memanfaatkan podcast untuk tugas kuliah. Agar kuliah daring tidak garing 🥇,1
"Wes kuliah daring, kosong mentolo seneng, ancene kebacut, AKU!",-1
@umilstari @ancax_bigbos Anak kicik ngapain ? Kuliah daring sana,-1
"Jadi adek ku selama kuliah daring ini, ternyata kegiatan lainnya kepoin kucing lagi kawin 🙃🙃🙃🙃🙃🙃",-1
Tulang punggung kelamaan buat kuliah daring jadi tulang punggung keluaraga.,-1
Situasi kuliah daring emang begini ya.tapi kami tetap siap kok Bu #Dosen  https://t.co/nYedHd0G9h,-1
@mouwyaa Doakan tahun depan balik. Na bilang siami mentri buka skull januari.. smoga di tinjau ulang itu kuliah daring ta wkwk,-1
@ARMYTEAMIID @BTS_twt ketinggalan live demi kuliah daring😭,-1
siapa yang cape kuliah daring?,-1
"@armyliasbintari beli paket yg pendidikan aja klo kuliah daring, jangan reguler , eman",1
"[KAMUS HARI INI : KULON]⁣⁣ ⁣⁣ Halo, Sobat Kema!⁣ ⁣ Pasti kalian sudah tidak asing dengan kata ""kulon""! Kulon sendiri singkatan dari ""kuliah online"" atau dalam bahasa Indonesia adalah kuliah daring.  https://t.co/t4ffnev69u",-1
@helloveeeeeeeee Koisone kuliah daring semene suwene sik gurung boyong:(,-1
@hellsome @tubirfess Saya salut sama mas yg ikhlas banget jadi orang. Tapi dosen yg gamau tau kondisi mahasiswa apalagi kondisi pandemi dan kuliah daring kayak gitu coba mas pikir lagi. Sender nilainya bisa jeblok dan stress krn sesuatu diluar kuasa dia karena dosen kolot itu adil dari mana?,-1
Ya ampun pengalaman ku juga nih saat kuliah daring Sebel sebel gimana gitu rasanya kalo dosen gak ngertiin pas saat listrik mati Padahal emang begitu yg ku rasa dan yg terjadi,1
@perfhppe Minum vitamin yaa supaya kamu gk ngedropp karenaa menurutku sekarang kuliah daring otak lebih terkuras gitu buat mikirr,-1
"Masak kado ulang tahun hasil test swab. Derita ulang tahun saat pandemi.  Tp kemarin aku ulang tahun kadonya Kuliah daring, sampe sekarang nggk habis2 kadonya chuaaakkk.",-1
"selama periode kuliah daring, ditambah masalah finansial hm",-1
Soyo mrene soyo mengkis-mengkis ngerasakke kuliah daring😭,-1
cape bngetz kuliah daring trus jd panitia lomba sm sie konsumsi juga dihari yg sm menjalankan tugas sbg ketua kelas tak lupa dosen yg suka ngasi tugas mendadak dan deadline mempet 😢💔💔 EMAK!!! aqq maw nikah sm tawan aja 😭😭,-1
Ngentot buat lu semua yang masih pengen kuliah daring. Selfishselfish tai anjing lah!,-1
"enaknya kuliah daring dari wiliyah WITA:  kalo deadline tugasnya 23.59 WIB, berarti di sini 00.59 WITA. mayan, ada extra 1 jam...",-1
@ndyyga @bagusjatisatria Buka presendi kuliah daring terus ada di kanan atas pojok sebelum warna warni matkul,-1
awalnya gua mikir kuliah daring bakalan buat gua gak stres dan ada kerjaan saat gua dirumahh aja.  iyaa sihh gua ada kerjaan tapi malah bikin gua tambahh stress   ekspektasi ohh ekspektasi kenapa kamu jahad bangedddr,-1
"@naniiikim People please stop asking me this kind of question 😭  Ga deng canda :”) Tapi beneran deh, lagi kondisi harus sekolah/kuliah daring begini tuh para pengajar menurutku harus pengertian juga. Ini anak orang udh usaha minta susulan karena emang ada trouble. Tapi kok ditolak gitu 😭",-1
Tugas kelompok pas kuliah daring tuh mimpi buruk,-1
Kuliah daring Jiwa pengangguranku pada demo!,-1
Potret seorang mahasiswa yang sedang serius kuliah daring.  Maju terus 👍👍  https://t.co/21l5glGKYO,-1
Panikgogi : Kuliah Daring tidak Seharusnya Garing    https://t.co/DRk8K1Opj5  Sila dibaca,1
"@collegemenfess Selama kuliah daring sih menurutku, agak sulitt memahami materinya",-1
"@pln_123 hari ini mati listrik sehari udh 2 kali, gokil. Ganggu bngt lagi kuliah daring gini malah sering mati listrik. Tolong untuk PLN Leuwiliang kurangin pemadaman listrik yg sering bgt dalam sebulan. Dampak nya menggangu bagi siswa maupun mahasiswa yg sedang kelas daring.",-1
"@seductyf ga bisa harus ada di meja. soalnya kan masi kuliah daring, tiap hari nyantol di laptop, tapi ya besok paginya ilang udah di lantai bawah 🙂👍",-1
"#News - 2021 Tatap Muka, Selamat Tinggal Kuliah Daring  https://t.co/atKCsUo5sV",1
"udah kuliah daring tapi masih aja psy-trap, anjing sih.",-1
@siapapunakuuuuu Lagi kuliah daring 😭,-1
"Dampak kuliah daring: mhs yang nggak begitu paham sebuah teori pas diskusi kelas, tp kebetulan ditunjuk dosen buat maparin teori tsb bisa ttp ngomong tanpa khawatir kelihatan goblok dgn cara bikin presentasinya tersendat2 biar dikira sinyal internet di rumahnya lemot. 😂😂😂",-1
astagfirullah kuliah daring malah bales2an emot smaa dosen ki 😭😭,-1
@chocholatedisco bahkan alam sekitar pun tidak mengizinkan kamu kuliah daring :((,-1
"Ini telkomsel kenapa sih sinyalnya sejak hari minggu ilang-ilangan mulu, kuliah daring jadi keganggu banget",1
"Gaenaknya kuliah daring yagini, presentasi, dapet kelompok anak males2, cuma dua org yg aktif, pas tanya jawab mincep semua gada yg mau jawab kecuali aku sama si A, lah bangke asw. Coba kalo offline, keliatan mana yg niat kuliah sama kagak. Garidho aku nilainya ditakar sama!🙄",-1
"@Naunaback semangat selalu kanau. mungkin jika merespon nya agak lambat karena sedang kuliah daring, mengerjakan tugas uts, nyuci piring, ataupun ke kampus.",1
kuliah daring ga ada kelas bingung mau seneng apa gmn,-1
"selama kuliah daring semakin produktif,  produktif hahahihi",1
"DEMA FUD IAIN Surakarta Proudly Present NGASO(NGOBROL ASYIK SEPUTAR KULIAH ONLINE)  Tema : ""Menakar Keefektifan Kuliah Daring"" Catat tanggalnya, jangan sampai terlewatkan 🗓 : Kamis, 26 November 2020 🕰 : 09.00-Selesai 🏠 : Google Meeting   Dikelola oleh Departemen Kominfo  https://t.co/p6HPS776vv",-1
lama-lama bosen juga kuliah daring.,-1
@collegemenfess iya sih kalo soal efektivitas waktunya aku juga lebih suka kuliah daring tapi lebih mikirin ortu yang biayain kuliah. cuma di rumah tapi bayarannya ga jauh beda sama kuliah luring. sebagai anak aku suka ga enakan. tapi ga pernah bilang langsung ke mereka.,1
"Wish me luck💜 lagi BU banget, karena kuliah daring jadi gak dapet duit jajan dari ortu 🥺 maap jadi curhat kan 🥺",-1
Selamat pagi Semangat buat semuanya Semangat yg pagi2 udah mencari ilmu Semangat yg pagi2 udah mantengin laptop buat kuliah daring Semangat yg belum tidur krn tugas menumpuk Semangat yg pagi2 uda mencari maisyah Semangat yg pagi2 masih stuck di perasaan yg sama 😊 Love u all,1
Ini lagu untukmu yang sedang kuliah daring… Online oleh Saykoji  https://t.co/BJsIiG1k8N,1
bingung mau seneng ato sedih semester depan masih kuliah daring:),-1
kayaknya kalo kuliah daring gini enakan kelas malem ga sih :'),-1
untungnya besok ga kuliah daring 😭,1
"Maap buat bapak/ibu dosen, saya memang gak ngertii saya ga pahamm selama kuliah daring inii🙏😖😖",-1
Baru terasa kuliah daring gak ada yg masuk di otak pelajarannya😵😵😵,-1
Hari terpadat selama kuliah daring,-1
"@collegemenfess Gw pro kuliah daring karena takut lah gila, udah 500 ribu kasus di indonesia, sedangkat masyarakat indonesia aja suka traveling",-1
selama kuliah daring belum pernah mataku liat sunrise because abis shubuh merem lagi. besok mau bangun pagi biar kaya orang2 trus produktif🤤,-1
"@sheilladianp Awalnya iseng aja ikutan sih, itupun gasemua diikutin dan jarang. Dulu aku inget cuma ikut dikalun dan menang dong dan itu rasanya bahagia bgt, trskan kuliah daring libur kan ya jd diriku smakin gabut. Yaudh akhirnya semua GA ku ikuti wkwk Dan awal2 juga jarang jbjb krna gapinter",1
"@Prambors Ulang tahun tanggal 18 Maret, pas bgt minggu pertama koroncye dan lg rame lockdown:"") udah berharap bisa jajan bareng temen2 di kampus, eee malah kuliah daring:"")",1
"@collegemenfess Semester 5 ini sih. Udah kuliah daring, ditambah tugas yg banyak jdi capek banget",1
Seorang mahasiswa mencari sinyal hingga ke atap gedung demi kelancaran kuliah daring.  https://t.co/Qs8WUCOL74,-1
"Smst 3 udah pusing aja yaampun. Yuk cepetan kuliah tatap muka, udah ditahap males banget kuliah daring 😭",-1
@UGM_FESS Ya dijalanin lah usaha cari alternatif sendiri buat belajar klo kuliah daring ga cukup. Realistis aja udah gausah ngeluh mulu,-1
"@detikcom Libur panjang niatnya rebahan di rumah kok pak, karena capek ngajar daring dan kuliah daring yang nyatanya tugasnya lebih banyak dr luring, pls atuh jangan dikurangi, uda buat list film yg mau ditonton jugaak 😂",-1
"*Polemik Kuliah Daring* Dosen : "" kalau gak ada yang tanya saya tunjuk ya ? "" Mahasiswa : "" AFK berjamaah "" -_-",1
"Ada nggak yg selama kuliah daring, jadi meningkat bgt malesnya alias nggak punya motivasi buat semangat kuliah? :((",1
"Dalam rangka kuliah daring Politeknik KP Pangandaran, BBP3KP diminta mengisi materi dalam mata kuliah Sistem Manajemen SNI ISO/IEC 17025:2017 yang dilaksanakan pada 20 November 2020. Kegiatan perkuliahan dibuka oleh Ibu Dra. Prihastini Ngudi Lestari selaku Koordinator Kelompok  https://t.co/coVyYQSsoK",-1
"@warmestpal ⠀⠀ Putra Ranggawuni, 21 tahun, mahasiswa psikologi semester lima. Saat ini di Jakarta, sedang sibuk dengan kuliah daring sembari menjadi seorang asisten pribadi.  ⠀⠀  https://t.co/26uX5Iq1PY",1
"Lagi kuliah daring berasa di dongengin sm dosennya:"")  https://t.co/0cESVDyRgh",1
"Sebenernya aku sangat suka kuliah dari rumah, tapi entah kenapa sejak kuliah daring jumlah tugas dari dosen lebih banyak daripada waktu luring.",1
"@sugaforeva Huhuu aku blom bisa ikutan PO karna hp pas rusakk :"" jadi uang masuk buat beli hp karna kuliah daring sangatlah menyusahkan mom",-1
"gak enaknya kuliah daring tuh kalo cuaca udah mendung terus gluduk dimana mana, serem. untung uts nya udah selesai",-1
"Semenjak kuliah daring, aku lupa rasanya nahan pipis pas dosen lagi nerangin materi",-1
"Setiap hari, dari pagi sampai malam hujan, bikin ngantuk seharian dan mager kuliah daring:(",-1
Enaknya kuliah daring bisa sambilan ikut lihat bapak wisuda 😅 Happy Graduation Day buat bapake 😊👏  https://t.co/f0e4dANycX,1
Haduee kuliah daring meresahkan,-1
"aku, selama kuliah daring gaada satupun materi yg nyantol di otak🙂",1
Sqw! Kuliah daring serba gajelas!,-1
bosen kuliah daring bikin miskin,-1
@Biruu_Laut Pahinya jauh baneeet saay 😭 kuliah daring memisahkan kita tanpa pamit 😭,-1
"""Selama kuliah daring."" Me :",-1
"Weslah, mending kuliah daring ae, Wes paling bener kui. Kalo ra luring bocah2 podo masuk kabeh yo uwes, perlahan bakalan naik lagi tu kasuse",-1
"Semenjak kuliah daring, semakin tidak bersemangat untuk menjalani kuliah daring tersebut.",-1
"Dahlah, capek kuliah daring, jadi kek sering bolos😭",-1
ternyata kuliah daring setelah uts lebih kejam ya 🧟‍♂️,-1
@kiyowoshi Libur sama kuliah daring apa bedanya tetap rebahan 🤣,1
@senjaamalia_ Hugs banyak² 🤗 Pj kuliah daring dg dosen yg perfeksionis sgtlah menguji kesehatan mental 😭,1
"teman, terima kasih banyak ya atas bantuannya. aku geser dulu. mau kuliah daring. jika gagal menang RT deals setidaknya aku tetap bisa banggakan ortu dgn kuliah selalu walau gatau pinter apa kaga🙏😭  https://t.co/xLzbLhJ17Q",-1
@eska_adhiyaksa yauda kuliah daring di jkt😷,-1
Memrogram tampilan (LCD) untuk robot beroda - Kuliah daring Pemrograman ...  https://t.co/b5t40w6uOr via @YouTube,-1
Kenapa baru kepikiran beli Energen buat sarapan kuliah daring sih?! Kenapa ga sejak awal semester ini?! Kenapaaa?!,1
"7 bulan sekolah &amp; kuliah daring, uang kas kelas &amp; piket, sementara cuti  Fakta atau hoax?",-1
Kuliah daring = kuliah malem terosssss,-1
"Mau mix kuliah daring luring, angka kasusnya dah setengah juta jiwa",-1
Koyok ngene iseh enek sing ngomong penak kuliah daring iso tura-turu :(  https://t.co/MHCXKhh57E,-1
Masa gua bm nasi padang😭 gara2 kuliah daring ga pernah makan nasi padang lgi dong:(,-1
"@restii_ Udah nyala dari dulu buk loncengnya, cuma emang jarang buka twitter aja akunya.. Aku pengen kuota aja buk buat ngezoom kuliah daring😭  https://t.co/fIdmF9uiqJ",-1
"Ayo bunda anaknya dibeliin #velence yuk, lumayan bs jadi rewards selama sekolah/kuliah daring dr rumah. Kuy bundsayy biar anaknya makin semangat belajar yooo &gt;,&lt; *dah cocok blm gua jd anak marketing?  https://t.co/pipeDykP4W",1
@suchayeppeogurl @collegemenfess Oalah pantess pake  email univ dan udh diatur Wkkwkwkw Soalnya aku kuliah daring yg ngarmtur masing2 dosen aja😅 anyway itu joget2 knp di gmeet kno ga di tiktok si buat pribadi aja gt diprivat😂😂,1
"dear rektorat itb! denger denger ada radikalisme sejak mahasiswa itb kuliah daring, alangkah baiknya mahasiswa harus kembali ditempatkan di itb semester depan demi kelancaran kegiatan akademik",1
"meskipun kuliah daring, bukan berarti jadwal kuliah yg udah diatur sistem siakadu diubah jadi tentatif gini ya, aliass kok ya jadwalnya gonta ganti dadakan seenak dosen gini😭",1
"Kuliah daring gini ya bund, pagipagi sik diliat angka bukan sarapan:)))  https://t.co/RrFQNpXbLu",1
"[cm] sebutin plus minus nya kuliah daring versi kalian dong, thankyouuuu",-1
"Kuliah daring terus jaringan jelek, level stress tuh makin meningkat😭📈📈📈",-1
"@detikcom ya sama juga, tidak semua universitas punya fasilitas buat kuliah daring....",1
"Oke, kuliah daring isinya cuma tidur, iya pak,buk , terimakasiah pak,buk.",1
Ono seng minuse nambah gak selama kuliah daring? Opo malah seng awale matane normal dadi minus?   Absen sek kene kuy,-1
"Video Viral, Tingkah Kocak Seorang Mahasiswa, Gunakan Jurus Ninja dan Menghilang saat Kuliah Daring   https://t.co/gyVja2fpiv  #video #videoviral #kocak #lucu #videolucu #Mahasiswa #zoom #kuliah #daring #jurusninja",-1
"kuliah daring buat punggung, leher, mata sakit semuaa:(",-1
"Gak ada semanget kuliah, daring sakin males",-1
@MNaufal_21 se-useless itu kuliah daring wkwk,-1
"Kata Yang paling berkesan saat kuliah daring adalah ""info"". 😌",-1
Keknya kuliah daring gini ga cocok sama gua. nilai sih aman tp engga ngerti :),1
"Kuliah daring belum selesai, subsidi gamasuk lagi. Padahal kan udh bayaran yah @ipbofficial",-1
@collegemenfess Kuliah daring Kuliah daring Kuliah daring + luring Konsul luring Konsul luring Stress pt.1 Pelatihan Pelatihan Stress pt.2 Praktek Praktek Praktek Praktek Stress pt.3  Mampusss gaada liburannya,-1
Mau sit in kuliah daring ya begini sob.  https://t.co/jYJZdxU2FM,1
Kurang 2 minggu lagi untuk menyelesaikan kuliah daring yg sungguh memuaskan ini. Semangat,1
"Padahal wis bolak balik kuis, uts dan uas lewat edmodo saat kuliah daring ini, tapi kok iso mau pas login edmodo bukan e masuk kelas PIA malah masuk kelas XI MIPA 5 🤣🤣🤣",-1
",semenjak kuliah daring Gua jadi garing.",1
kuliah daring implementasi kerja rodi,-1
@keekeewww semangat kuliah daring #BikinAkuKetawa  https://t.co/Ccc7elpoLv,1
Makin kesini makin jenuh kuliah daring😩,-1
Geus cape jeung lieur kuliah daring ehhh dianggap teu hadir,-1
"@sbyfess Sejak kuliah daring ga dapet uang saku cuma pake viva greentea, citra gel, sama ss emina😭😭😭😭😭😭😭",1
"@collegemenfess sama nder, gua kea merasa hampa aja kuliah daring, masuk kagak, ngerti kagak",-1
@heathersbby @AREAJULID Apakah iniartinya kita harus berhenti ikut kuliah daring?,-1
hidupku slama kuliah daring: makan-nugas-streaming 👍🏻,-1
kuliah daring sih cocok asal tidak ada pandemi,-1
kuliah daring bukannya pinter gw malah ngefangirl,-1
"@collegemenfess Semester 4 kemarin, nilai w anjlok grgr kuliah daring anjir dosen nya gak ada pengertian😠 temen gua lebih parah😭 udah absen terus, tugas ngerjain, uas ngerjain nilai dapet E 😡😡😡😡😡😡😡😡😡",-1
Dosen yg selama kuliah daring ini cuma ngasih tugas dan ppt tanpa pemahaman apa ga makan gaji buta ya bangsat,-1
PARK JIMIN INI APA??? JUNGKOOK? SUGA? JIN? KENAPA KALIAN GANTENG SEKALIII WOYY😭😭  Aku buka pas kuliah daring kaget dong hpku kebanting😭😭  https://t.co/TcDwTD5SZG,-1
@collegemenfess Kayaknya emang gabisa deh. Kan niatnya kuliah daring. Mau dimatiin juga ngapain gak sih?,-1
"Pernah satu waktu ketika sedang mengajar kuliah daring dengan ppt, tiba2 ada yg menggambar pemandangan di layar. Entah karena bosan atau mencari perhatian itu sangat mengganggu (setidaknya gambar selain pemandangan)",-1
